-4.04,0.0
-3.96,0.0
-3.88,0.0
-3.8,0.0
-3.72,0.0
-3.64,0.0
-3.56,0.0
-3.48,0.0
-3.4,0.0
-3.32,0.0
-3.24,0.0
-3.16,0.0
-3.08,0.0
-3.0,0.0
-2.92,0.0
-2.84,0.0
-2.76,0.0
-2.68,0.0
-2.6,0.0
-2.52,0.0
-2.44,0.0
-2.36,0.0
-2.28,0.0
-2.2,0.0
-2.12,0.0
-2.04,0.0
-1.96,0.0
-1.88,0.0
-1.8,0.0
-1.72,0.0
-1.64,0.0
-1.56,0.0
-1.48,0.0
-1.4,0.0
-1.32,0.0
-1.24,9.99999993923e-09
-1.16,0.0
-1.08,9.99999974738e-05
-1.0,9.99999993923e-09
-0.92,0.000100010001916
-0.84,0.000400040007662
-0.76,0.000800100038759
-0.68,0.00150013994426
-0.6,0.00210024998523
-0.52,0.00630056997761
-0.44,0.008100990206
-0.36,0.0152015108615
-0.28,0.0218024514616
-0.2,0.0306033995003
-0.12,0.0453044511378
-0.04,0.060805760324
0.04,0.0728072300553
0.12,0.0781081914902
0.2,0.0882088169456
0.28,0.0916093215346
0.36,0.0865089446306
0.44,0.0916086658835
0.52,0.0721075683832
0.6,0.0666057765484
0.68,0.053505089134
0.76,0.0371035896242
0.84,0.0236024595797
0.92,0.0183017998934
1.0,0.0104012200609
1.08,0.00860076025128
1.16,0.00360038992949
1.24,0.00220023002476
1.32,0.00100013997871
1.4,0.000400040007662
1.48,0.000400040007662
1.56,0.000200020003831
1.64,0.000100010001916
1.72,9.80908925027e-45
1.8,0.0
1.88,0.0
1.96,0.0
2.04,0.0
2.12,0.0
2.2,0.0
2.28,0.0
2.36,0.0
2.44,0.0
2.52,0.0
2.6,0.0
2.68,0.0
2.76,0.0
2.84,0.0
2.92,0.0
3.0,0.0
3.08,0.0
3.16,0.0
3.24,0.0
3.32,0.0
3.4,0.0
3.48,0.0
3.56,0.0
3.64,0.0
3.72,0.0
3.8,0.0
3.88,0.0
type,0
