-4.04,0.0
-3.96,0.0
-3.88,0.0
-3.8,0.0
-3.72,0.0
-3.64,0.0
-3.56,0.0
-3.48,0.0
-3.4,0.0
-3.32,0.0
-3.24,0.0
-3.16,0.0
-3.08,0.0
-3.0,0.0
-2.92,0.0
-2.84,0.0
-2.76,0.0
-2.68,0.0
-2.6,0.0
-2.52,0.0
-2.44,0.0
-2.36,0.0
-2.28,0.0
-2.2,0.0
-2.12,0.0
-2.04,0.0
-1.96,0.0
-1.88,0.0
-1.8,0.0
-1.72,0.0
-1.64,0.0
-1.56,0.0
-1.48,0.0
-1.4,0.0
-1.32,0.0
-1.24,0.0
-1.16,1.00000004904e-20
-1.08,1.00000002374e-32
-1.0,1.00010000281e-08
-0.92,0.000300010025967
-0.84,0.00040005997289
-0.76,0.000900099927094
-0.68,0.00180016004015
-0.6,0.00250027002767
-0.52,0.00390040013008
-0.44,0.00930092018098
-0.36,0.0123014505953
-0.28,0.0222022086382
-0.2,0.0321030989289
-0.12,0.0450041182339
-0.04,0.0561056807637
0.04,0.0680069178343
0.12,0.0751083940268
0.2,0.092309333384
0.28,0.0949093773961
0.36,0.0938096195459
0.44,0.0849085375667
0.52,0.0780074372888
0.6,0.0688061639667
0.68,0.0500048622489
0.76,0.0367034599185
0.84,0.0269029513001
0.92,0.0160017106682
1.0,0.0115013197064
1.08,0.00730065023527
1.16,0.00430038990453
1.24,0.0021002299618
1.32,0.00150011002552
1.4,0.000500040012412
1.48,0.000400010001613
1.56,0.000100010001916
1.64,0.0
1.72,9.99999974738e-05
1.8,0.0
1.88,0.0
1.96,0.0
2.04,0.0
2.12,0.0
2.2,0.0
2.28,0.0
2.36,0.0
2.44,0.0
2.52,0.0
2.6,0.0
2.68,0.0
2.76,0.0
2.84,0.0
2.92,0.0
3.0,0.0
3.08,0.0
3.16,0.0
3.24,0.0
3.32,0.0
3.4,0.0
3.48,0.0
3.56,0.0
3.64,0.0
3.72,0.0
3.8,0.0
3.88,0.0
type,0
